Time stamp sent long;Time stamp sent short [microseconds];Time stamp received long;Time stamp received short [microseconds];Infrared_FrontRight;Infrared_Rear;Infrared_RearRight;UltraSonic_FrontCenter;UltraSonic_FrontRight;UltraSonic_RearRight
2017-02-09 19:58:00.382468;1486670280382468;2017-02-09 19:58:00.383162;1486670280383162;-1;-1;1.50485;-1;-1;-1
2017-02-09 19:58:00.481057;1486670280481057;2017-02-09 19:58:00.481794;1486670280481794;-1;-1;1.53534;-1;-1;-1
2017-02-09 19:58:00.577686;1486670280577686;2017-02-09 19:58:00.579734;1486670280579734;-1;-1;1.56192;-1;-1;-1
2017-02-09 19:58:00.680453;1486670280680453;2017-02-09 19:58:00.681143;1486670280681143;-1;-1;1.58866;-1;-1;-1
2017-02-09 19:58:00.781445;1486670280781445;2017-02-09 19:58:00.782060;1486670280782060;-1;-1;1.61467;-1;-1;-1
2017-02-09 19:58:00.877853;1486670280877853;2017-02-09 19:58:00.883085;1486670280883085;-1;-1;1.6393;-1;-1;-1
2017-02-09 19:58:00.977146;1486670280977146;2017-02-09 19:58:00.982400;1486670280982400;-1;-1;1.66311;-1;-1;-1
2017-02-09 19:58:01.77739;1486670281077739;2017-02-09 19:58:01.86687;1486670281086687;-1;-1;1.68593;-1;-1;-1
2017-02-09 19:58:01.177806;1486670281177806;2017-02-09 19:58:01.182329;1486670281182329;-1;-1;1.70796;-1;-1;-1
2017-02-09 19:58:01.277583;1486670281277583;2017-02-09 19:58:01.280019;1486670281280019;-1;-1;1.72528;-1;-1;-1
2017-02-09 19:58:01.381113;1486670281381113;2017-02-09 19:58:01.387422;1486670281387422;-1;-1;1.74225;-1;-1;-1
2017-02-09 19:58:01.479323;1486670281479323;2017-02-09 19:58:01.480565;1486670281480565;-1;-1;1.75825;-1;-1;-1
2017-02-09 19:58:01.583226;1486670281583226;2017-02-09 19:58:01.584809;1486670281584809;-1;-1;1.77328;-1;-1;-1
2017-02-09 19:58:01.683739;1486670281683739;2017-02-09 19:58:01.685973;1486670281685973;-1;-1;1.78741;-1;-1;-1
2017-02-09 19:58:01.790594;1486670281790594;2017-02-09 19:58:01.791772;1486670281791772;-1;-1;1.80117;-1;-1;-1
2017-02-09 19:58:01.879580;1486670281879580;2017-02-09 19:58:01.880635;1486670281880635;-1;-1;1.8129;-1;-1;-1
2017-02-09 19:58:01.985047;1486670281985047;2017-02-09 19:58:01.986081;1486670281986081;-1;-1;1.8243;-1;-1;2.51605
2017-02-09 19:58:02.80726;1486670282080726;2017-02-09 19:58:02.82121;1486670282082121;-1;-1;1.83506;-1;-1;2.57351
2017-02-09 19:58:02.178785;1486670282178785;2017-02-09 19:58:02.181850;1486670282181850;-1;-1;1.8444;-1;-1;2.62907
2017-02-09 19:58:02.277573;1486670282277573;2017-02-09 19:58:02.280542;1486670282280542;-1;-1;1.85308;-1;-1;2.68686
2017-02-09 19:58:02.382006;1486670282382006;2017-02-09 19:58:02.383656;1486670282383656;-1;-1;1.86087;-1;-1;2.74565
2017-02-09 19:58:02.477782;1486670282477782;2017-02-09 19:58:02.486249;1486670282486249;-1;-1;1.8677;-1;-1;2.80513
2017-02-09 19:58:02.578040;1486670282578040;2017-02-09 19:58:02.581270;1486670282581270;-1;-1;1.87367;-1;-1;2.86628
2017-02-09 19:58:02.684316;1486670282684316;2017-02-09 19:58:02.685100;1486670282685100;-1;-1;1.87873;-1;-1;2.92892
2017-02-09 19:58:02.784565;1486670282784565;2017-02-09 19:58:02.788326;1486670282788326;-1;-1;1.88284;-1;-1;2.99269
2017-02-09 19:58:02.879842;1486670282879842;2017-02-09 19:58:02.881350;1486670282881350;-1;-1;1.88603;-1;-1;3.05851
2017-02-09 19:58:02.978792;1486670282978792;2017-02-09 19:58:02.980013;1486670282980013;-1;-1;1.88825;-1;-1;3.12577
2017-02-09 19:58:03.82527;1486670283082527;2017-02-09 19:58:03.85067;1486670283085067;-1;-1;1.8895;-1;-1;3.19492
2017-02-09 19:58:03.180472;1486670283180472;2017-02-09 19:58:03.182416;1486670283182416;-1;-1;1.88978;-1;-1;3.26672
2017-02-09 19:58:03.280414;1486670283280414;2017-02-09 19:58:03.281077;1486670283281077;-1;-1;1.88906;-1;-1;3.34185
2017-02-09 19:58:03.380876;1486670283380876;2017-02-09 19:58:03.381372;1486670283381372;-1;-1;1.88732;-1;-1;-1
2017-02-09 19:58:03.480049;1486670283480049;2017-02-09 19:58:03.480627;1486670283480627;-1;-1;1.88453;-1;-1;-1
2017-02-09 19:58:03.578686;1486670283578686;2017-02-09 19:58:03.583243;1486670283583243;-1;-1;1.88065;-1;-1;-1
2017-02-09 19:58:03.678354;1486670283678354;2017-02-09 19:58:03.679168;1486670283679168;-1;-1;1.87568;-1;-1;-1
2017-02-09 19:58:03.778111;1486670283778111;2017-02-09 19:58:03.781209;1486670283781209;-1;-1;1.8883;-1;-1;-1
2017-02-09 19:58:03.879662;1486670283879662;2017-02-09 19:58:03.880789;1486670283880789;-1;-1;1.90716;-1;-1;-1
2017-02-09 19:58:03.977445;1486670283977445;2017-02-09 19:58:03.978410;1486670283978410;-1;-1;1.92821;-1;-1;-1
2017-02-09 19:58:04.80128;1486670284080128;2017-02-09 19:58:04.84083;1486670284084083;-1;-1;1.96069;-1;-1;-1
2017-02-09 19:58:04.181134;1486670284181134;2017-02-09 19:58:04.182907;1486670284182907;-1;-1;2.04805;-1;-1;-1
2017-02-09 19:58:04.289053;1486670284289053;2017-02-09 19:58:04.291916;1486670284291916;-1;-1;2.12771;-1;-1;-1
2017-02-09 19:58:04.382760;1486670284382760;2017-02-09 19:58:04.383357;1486670284383357;-1;-1;2.20348;-1;-1;-1
2017-02-09 19:58:04.486223;1486670284486223;2017-02-09 19:58:04.488245;1486670284488245;-1;-1;2.27788;-1;-1;-1
2017-02-09 19:58:04.582242;1486670284582242;2017-02-09 19:58:04.584821;1486670284584821;-1;-1;2.34559;-1;-1;-1
